,champion,patch,games,dmgtaken/min,dmgdealt/min,Class,color,season,patchnum,internal
3007,LeBlanc,8.22,99904,1030.038219,655.469644,Mage,#25BAA4,8,22,22
3008,Lee Sin,8.22,128161,1977.846778,510.0401825,Fighter,#664A40,8,22,22
3009,Leona,8.22,129934,1700.645378,263.5915415,Tank,#393663,8,22,22
3010,Lissandra,8.22,73320,1191.873224,618.7990103,Mage,#25BAA4,8,22,22
3011,Lucian,8.22,271900,1115.821903,665.7489858,Marksman,#0D1F22,8,22,22
3012,Lulu,8.22,62123,791.0906306,254.3531857,Support,#FFB733,8,22,22
3013,Lux,8.22,201593,751.4739365,632.7590257,Mage,#25BAA4,8,22,22
3014,Malphite,8.22,69656,1783.197171,559.8645166,Tank,#393663,8,22,22
3015,Malzahar,8.22,65122,876.6564335,678.8913522,Mage,#25BAA4,8,22,22
3016,Maokai,8.22,28577,2435.925933,508.4804316,Tank,#393663,8,22,22
3017,Master Yi,8.22,131780,1845.546166,607.1903653,Assassin,#ED2941,8,22,22
3018,Miss Fortune,8.22,182587,952.8078611,700.7158263,Marksman,#0D1F22,8,22,22
3019,Mordekaiser,8.22,17892,1957.848465,672.4749739,Fighter,#664A40,8,22,22
3020,Morgana,8.22,136489,1009.780658,456.4053805,Support,#FFB733,8,22,22
3021,Nami,8.22,116684,1033.591033,303.3538969,Support,#FFB733,8,22,22
3022,Nasus,8.22,82913,2242.479594,588.1983016,Fighter,#664A40,8,22,22
3023,Nautilus,8.22,52941,1875.876958,353.2397975,Tank,#393663,8,22,22
3024,Nidalee,8.22,36716,1776.915648,588.7270958,Specialist,#EB8596,8,22,22
3025,Nocturne,8.22,90001,1881.924469,556.3484085,Assassin,#ED2941,8,22,22
3026,Nunu,8.22,38587,2991.343898,430.7653844,Tank,#393663,8,22,22
3027,Olaf,8.22,26707,2203.540845,580.3825384,Fighter,#664A40,8,22,22
3028,Orianna,8.22,53553,911.6295505,647.8217552,Mage,#25BAA4,8,22,22
3029,Ornn,8.22,23653,2068.000411,505.5053279,Tank,#393663,8,22,22
3030,Pantheon,8.22,79828,1403.847309,612.1070562,Fighter,#664A40,8,22,22
3031,Poppy,8.22,50078,2098.624196,534.4902193,Tank,#393663,8,22,22
3032,Pyke,8.22,150920,1504.613618,382.4630291,Support,#FFB733,8,22,22
3033,Quinn,8.22,32753,1087.777904,698.3734416,Specialist,#EB8596,8,22,22
3034,Rakan,8.22,64664,1303.34714,257.0361955,Support,#FFB733,8,22,22
3035,Rammus,8.22,51772,2662.667822,489.79605,Tank,#393663,8,22,22
3036,Rek'Sai,8.22,10911,2071.290261,504.7116423,Fighter,#664A40,8,22,22
3037,Renekton,8.22,65082,2025.45839,608.0049653,Fighter,#664A40,8,22,22
3038,Rengar,8.22,64994,1916.589046,597.0321526,Fighter,#664A40,8,22,22
3039,Riven,8.22,89335,1695.556232,559.4280235,Assassin,#ED2941,8,22,22
3040,Rumble,8.22,22940,1497.712844,732.144989,Mage,#25BAA4,8,22,22
3041,Ryze,8.22,35660,1315.028644,632.8499184,Mage,#25BAA4,8,22,22
3042,Sejuani,8.22,11645,2237.946174,389.294486,Tank,#393663,8,22,22
3043,Shaco,8.22,62577,1414.31834,524.4812665,Assassin,#ED2941,8,22,22
3044,Shen,8.22,42784,1968.280894,384.2406407,Tank,#393663,8,22,22
3045,Shyvana,8.22,40621,2198.352933,562.022845,Fighter,#664A40,8,22,22
3046,Singed,8.22,34270,1892.49697,639.8644779,Specialist,#EB8596,8,22,22
3047,Sion,8.22,118507,2841.651199,545.6117448,Tank,#393663,8,22,22
3048,Sivir,8.22,124856,968.2031768,644.6801582,Marksman,#0D1F22,8,22,22
3049,Skarner,8.22,10146,2257.916623,372.2593338,Fighter,#664A40,8,22,22
3050,Sona,8.22,89446,1145.797758,404.2012398,Support,#FFB733,8,22,22
3051,Soraka,8.22,71826,1296.119461,254.7489107,Support,#FFB733,8,22,22
3052,Swain,8.22,40622,1689.176619,719.7411955,Mage,#25BAA4,8,22,22
3053,Syndra,8.22,37320,881.9101793,703.2915374,Mage,#25BAA4,8,22,22
3054,Tahm Kench,8.22,33112,2171.020657,415.2437322,Support,#FFB733,8,22,22
3055,Taliyah,8.22,34577,1364.438693,693.8191701,Mage,#25BAA4,8,22,22
3056,Talon,8.22,61357,1311.045096,699.6002123,Assassin,#ED2941,8,22,22
3057,Taric,8.22,31929,1802.40237,208.274378,Support,#FFB733,8,22,22
3058,Teemo,8.22,103217,1051.148121,793.960482,Specialist,#EB8596,8,22,22
3059,Thresh,8.22,230935,1318.304981,285.7859875,Support,#FFB733,8,22,22
3060,Tristana,8.22,98623,994.8043093,597.4839956,Marksman,#0D1F22,8,22,22
3061,Trundle,8.22,24974,2427.550359,461.0330379,Fighter,#664A40,8,22,22
3062,Tryndamere,8.22,89112,4404.961045,573.8973122,Assassin,#ED2941,8,22,22
3063,Twisted Fate,8.22,45379,1085.451536,612.7348329,Mage,#25BAA4,8,22,22
3064,Twitch,8.22,82113,1121.450806,674.3238619,Marksman,#0D1F22,8,22,22
3065,Udyr,8.22,93466,2151.969202,455.0151575,Fighter,#664A40,8,22,22
3066,Urgot,8.22,91688,1972.223362,616.5236353,Fighter,#664A40,8,22,22
3067,Varus,8.22,51149,959.4216074,614.4799836,Marksman,#0D1F22,8,22,22
3068,Vayne,8.22,151755,1093.083002,625.4877756,Marksman,#0D1F22,8,22,22
3069,Veigar,8.22,113963,853.41423,683.5994723,Mage,#25BAA4,8,22,22
3070,Vel'Koz,8.22,69108,761.4422221,756.3984525,Mage,#25BAA4,8,22,22
3071,Vi,8.22,47742,1874.754835,518.16359,Fighter,#664A40,8,22,22
3072,Viktor,8.22,87236,1259.483195,730.9235084,Mage,#25BAA4,8,22,22
3073,Vladimir,8.22,42787,2116.080585,717.6686339,Mage,#25BAA4,8,22,22
3074,Volibear,8.22,33041,2198.459845,492.3481778,Fighter,#664A40,8,22,22
3075,Warwick,8.22,80922,2615.379746,467.2000443,Fighter,#664A40,8,22,22
3076,Wukong,8.22,53641,1514.214288,605.2282545,Fighter,#664A40,8,22,22
3077,Xayah,8.22,81580,944.572381,624.9036033,Marksman,#0D1F22,8,22,22
3078,Xerath,8.22,42206,726.4983415,795.8940668,Mage,#25BAA4,8,22,22
3079,Xin Zhao,8.22,106609,2138.323583,525.5834056,Fighter,#664A40,8,22,22
3080,Yasuo,8.22,215645,1542.329409,669.9310728,Assassin,#ED2941,8,22,22
3081,Yorick,8.22,34417,1900.735265,653.8673526,Fighter,#664A40,8,22,22
3082,Zac,8.22,19874,3080.595863,427.4814781,Tank,#393663,8,22,22
3083,Zed,8.22,124962,1190.691711,738.7818188,Assassin,#ED2941,8,22,22
3084,Ziggs,8.22,31419,766.921079,804.4913296,Mage,#25BAA4,8,22,22
3085,Zilean,8.22,46471,978.7938705,452.5656352,Specialist,#EB8596,8,22,22
3086,Zoe,8.22,41043,915.6853647,714.5103286,Mage,#25BAA4,8,22,22
3087,Zyra,8.22,88741,748.1277186,671.9071242,Support,#FFB733,8,22,22
3088,Aatrox,8.23,75194,2226.723171,593.9727753,Fighter,#664A40,8,23,23
3089,Ahri,8.23,104563,1045.620893,699.2478294,Mage,#25BAA4,8,23,23
3090,Akali,8.23,84335,1489.229868,597.6530216,Assassin,#ED2941,8,23,23
3091,Alistar,8.23,60990,2143.17432,279.5969953,Tank,#393663,8,23,23
3092,Amumu,8.23,50368,2203.680523,495.597711,Tank,#393663,8,23,23
3093,Anivia,8.23,30497,1677.560228,621.8692241,Mage,#25BAA4,8,23,23
3094,Annie,8.23,46755,925.9994588,684.0066234,Mage,#25BAA4,8,23,23
3095,Ashe,8.23,90218,1019.234412,608.6739974,Marksman,#0D1F22,8,23,23
3096,Aurelion Sol,8.23,8012,1293.949322,621.2467433,Mage,#25BAA4,8,23,23
3097,Azir,8.23,16123,1064.001091,645.1660034,Specialist,#EB8596,8,23,23
3098,Bard,8.23,43338,1186.141732,454.8937032,Support,#FFB733,8,23,23
3099,Blitzcrank,8.23,84840,1630.152956,337.9848551,Support,#FFB733,8,23,23
3100,Brand,8.23,136913,935.0028502,756.5386389,Mage,#25BAA4,8,23,23
3101,Braum,8.23,43202,1585.055315,240.4774687,Tank,#393663,8,23,23
3102,Caitlyn,8.23,108825,994.8680978,638.8970695,Marksman,#0D1F22,8,23,23
3103,Camille,8.23,82317,1913.506503,533.8191035,Fighter,#664A40,8,23,23
3104,Cassiopeia,8.23,20857,1296.84138,674.0421265,Mage,#25BAA4,8,23,23
3105,Cho'Gath,8.23,39641,2315.970771,566.7990049,Specialist,#EB8596,8,23,23
3106,Corki,8.23,9571,1174.638791,715.2157567,Marksman,#0D1F22,8,23,23
3107,Darius,8.23,105917,2033.175374,588.2143837,Fighter,#664A40,8,23,23
3108,Diana,8.23,54999,1605.956537,697.3204316,Fighter,#664A40,8,23,23
3109,Dr. Mundo,8.23,31752,2771.879031,607.4200764,Fighter,#664A40,8,23,23
3110,Draven,8.23,84034,1198.9293,702.5160043,Marksman,#0D1F22,8,23,23
3111,Ekko,8.23,81064,1771.120397,658.1240556,Assassin,#ED2941,8,23,23
3112,Elise,8.23,27775,1477.005985,572.1169737,Fighter,#664A40,8,23,23
3113,Evelynn,8.23,49083,1524.397756,622.3532113,Assassin,#ED2941,8,23,23
3114,Ezreal,8.23,193122,983.6023784,731.9790016,Marksman,#0D1F22,8,23,23
3115,Fiddlesticks,8.23,52273,1326.593151,558.6638958,Specialist,#EB8596,8,23,23
3116,Fiora,8.23,57050,2017.691981,626.7042268,Assassin,#ED2941,8,23,23
3117,Fizz,8.23,63177,1221.010659,662.3704175,Assassin,#ED2941,8,23,23
3118,Galio,8.23,23327,1878.880981,536.4381705,Tank,#393663,8,23,23
3119,Gangplank,8.23,30626,1495.016715,634.3460847,Specialist,#EB8596,8,23,23
3120,Garen,8.23,104033,2340.125841,588.669756,Fighter,#664A40,8,23,23
3121,Gnar,8.23,19725,1662.992937,596.6260902,Specialist,#EB8596,8,23,23
3122,Gragas,8.23,39686,1958.962968,520.3485225,Tank,#393663,8,23,23
3123,Graves,8.23,105536,1575.390716,614.4823038,Specialist,#EB8596,8,23,23
3124,Hecarim,8.23,57789,2331.981543,540.3742748,Fighter,#664A40,8,23,23
3125,Heimerdinger,8.23,55162,995.2585857,790.731458,Specialist,#EB8596,8,23,23
3126,Illaoi,8.23,41561,2191.900399,736.4054805,Fighter,#664A40,8,23,23
3127,Irelia,8.23,108289,1865.966943,618.7173446,Fighter,#664A40,8,23,23
3128,Ivern,8.23,11785,1276.478357,311.7088575,Support,#FFB733,8,23,23
3129,Janna,8.23,58830,1005.659123,294.999486,Support,#FFB733,8,23,23
3130,Jarvan IV,8.23,44451,1967.008678,507.5821816,Fighter,#664A40,8,23,23
3131,Jax,8.23,176261,1781.280907,573.4330593,Assassin,#ED2941,8,23,23
3132,Jayce,8.23,33054,1311.241073,710.7924759,Mage,#25BAA4,8,23,23
3133,Jhin,8.23,207175,1002.995344,679.9003429,Marksman,#0D1F22,8,23,23
3134,Jinx,8.23,96918,1027.115206,616.9473874,Marksman,#0D1F22,8,23,23
3135,Kai'Sa,8.23,171204,1132.950262,612.1102292,Marksman,#0D1F22,8,23,23
3136,Kalista,8.23,12441,1188.783304,586.0995015,Marksman,#0D1F22,8,23,23
3137,Karma,8.23,44102,1071.977097,491.2177552,Support,#FFB733,8,23,23
3138,Karthus,8.23,91670,1206.016001,961.7033105,Mage,#25BAA4,8,23,23
3139,Kassadin,8.23,60118,1702.091586,689.9700849,Assassin,#ED2941,8,23,23
3140,Katarina,8.23,54838,1444.56151,725.2543638,Assassin,#ED2941,8,23,23
3141,Kayle,8.23,24481,1475.725025,550.5910921,Specialist,#EB8596,8,23,23
3142,Kayn,8.23,145975,2247.31259,605.2149046,Assassin,#ED2941,8,23,23
3143,Kennen,8.23,21969,1189.150411,651.7075421,Specialist,#EB8596,8,23,23
3144,Kha'Zix,8.23,90014,1968.070474,605.009134,Assassin,#ED2941,8,23,23
3145,Kindred,8.23,33236,1731.753926,606.4436547,Marksman,#0D1F22,8,23,23
3146,Kled,8.23,25201,2283.603275,648.1407395,Fighter,#664A40,8,23,23
3147,Kog'Maw,8.23,22388,1092.731055,755.2333009,Marksman,#0D1F22,8,23,23
3148,LeBlanc,8.23,79683,1086.190815,659.2731874,Mage,#25BAA4,8,23,23
3149,Lee Sin,8.23,136294,2020.401214,512.6325203,Fighter,#664A40,8,23,23
3150,Leona,8.23,126007,1757.263282,272.7226785,Tank,#393663,8,23,23
3151,Lissandra,8.23,78736,1208.256101,627.7905801,Mage,#25BAA4,8,23,23
3152,Lucian,8.23,223210,1196.046335,663.1453197,Marksman,#0D1F22,8,23,23
3153,Lulu,8.23,46987,869.7003811,273.1523961,Support,#FFB733,8,23,23
3154,Lux,8.23,208184,803.7573838,637.5096465,Mage,#25BAA4,8,23,23
3155,Malphite,8.23,67080,1787.108824,569.3441542,Tank,#393663,8,23,23
3156,Malzahar,8.23,50464,944.8113284,676.7530736,Mage,#25BAA4,8,23,23
3157,Maokai,8.23,22735,2443.586257,506.7871517,Tank,#393663,8,23,23
3158,Master Yi,8.23,125497,1900.251253,604.8352366,Assassin,#ED2941,8,23,23
3159,Miss Fortune,8.23,167020,1017.58059,695.1389523,Marksman,#0D1F22,8,23,23
3160,Mordekaiser,8.23,39438,2121.635843,695.2179572,Fighter,#664A40,8,23,23
3161,Morgana,8.23,108169,1093.765314,471.2537644,Support,#FFB733,8,23,23
3162,Nami,8.23,76073,1113.270889,315.5435858,Support,#FFB733,8,23,23
3163,Nasus,8.23,70273,2275.238235,577.8645919,Fighter,#664A40,8,23,23
3164,Nautilus,8.23,45495,1970.493021,375.8058514,Tank,#393663,8,23,23
3165,Nidalee,8.23,37332,1794.399439,579.2575033,Specialist,#EB8596,8,23,23
3166,Nocturne,8.23,60449,1921.594571,551.0308439,Assassin,#ED2941,8,23,23
3167,Nunu,8.23,32988,3005.854342,414.452475,Tank,#393663,8,23,23
3168,Olaf,8.23,24822,2257.735295,578.2569671,Fighter,#664A40,8,23,23
3169,Orianna,8.23,62006,990.0288812,646.3994072,Mage,#25BAA4,8,23,23
3170,Ornn,8.23,18532,2098.713329,507.2942149,Tank,#393663,8,23,23
3171,Pantheon,8.23,82211,1445.113398,624.6494357,Fighter,#664A40,8,23,23
3172,Poppy,8.23,37755,2108.412081,524.6362755,Tank,#393663,8,23,23
3173,Pyke,8.23,151506,1563.220324,406.7266465,Support,#FFB733,8,23,23
3174,Quinn,8.23,30927,1160.880371,684.7333881,Specialist,#EB8596,8,23,23
3175,Rakan,8.23,38977,1340.558768,260.1178593,Support,#FFB733,8,23,23
3176,Rammus,8.23,45047,2659.225894,486.0325516,Tank,#393663,8,23,23
3177,Rek'Sai,8.23,7963,2125.267893,507.6380871,Fighter,#664A40,8,23,23
3178,Renekton,8.23,68545,2082.498127,612.1910047,Fighter,#664A40,8,23,23
3179,Rengar,8.23,67115,1923.180945,604.478712,Fighter,#664A40,8,23,23
3180,Riven,8.23,100253,1748.797467,561.5897192,Assassin,#ED2941,8,23,23
3181,Rumble,8.23,21753,1587.919349,726.2021399,Mage,#25BAA4,8,23,23
3182,Ryze,8.23,34302,1386.951536,615.4921266,Mage,#25BAA4,8,23,23
3183,Sejuani,8.23,9431,2255.206908,389.6051307,Tank,#393663,8,23,23
3184,Shaco,8.23,68518,1442.987119,527.6888415,Assassin,#ED2941,8,23,23
3185,Shen,8.23,36423,2021.779095,393.0470907,Tank,#393663,8,23,23
3186,Shyvana,8.23,35855,2217.410801,564.6920854,Fighter,#664A40,8,23,23
3187,Singed,8.23,26998,1942.711443,603.654559,Specialist,#EB8596,8,23,23
3188,Sion,8.23,73564,2797.807697,559.4921145,Tank,#393663,8,23,23
3189,Sivir,8.23,68044,1027.863936,620.9575722,Marksman,#0D1F22,8,23,23
3190,Skarner,8.23,8960,2316.186492,368.9768372,Fighter,#664A40,8,23,23
3191,Sona,8.23,83891,1231.046725,427.600003,Support,#FFB733,8,23,23
3192,Soraka,8.23,71899,1359.991405,267.0914586,Support,#FFB733,8,23,23
3193,Swain,8.23,32359,1755.981489,720.6426496,Mage,#25BAA4,8,23,23
3194,Syndra,8.23,27734,946.4135344,710.5875448,Mage,#25BAA4,8,23,23
3195,Tahm Kench,8.23,26962,2248.953928,427.2886704,Support,#FFB733,8,23,23
3196,Taliyah,8.23,14243,1315.103924,699.9341131,Mage,#25BAA4,8,23,23
3197,Talon,8.23,51625,1395.08517,692.9299867,Assassin,#ED2941,8,23,23
3198,Taric,8.23,25549,1877.029096,227.4713263,Support,#FFB733,8,23,23
3199,Teemo,8.23,134218,1110.374496,807.3192647,Specialist,#EB8596,8,23,23
3200,Thresh,8.23,176139,1349.364198,288.062888,Support,#FFB733,8,23,23
3201,Tristana,8.23,69416,1055.635534,583.8541934,Marksman,#0D1F22,8,23,23
3202,Trundle,8.23,17867,2477.491664,456.9046833,Fighter,#664A40,8,23,23
3203,Tryndamere,8.23,79259,4074.947405,560.079592,Assassin,#ED2941,8,23,23
3204,Twisted Fate,8.23,39416,1140.049233,602.8238359,Mage,#25BAA4,8,23,23
3205,Twitch,8.23,79431,1186.15669,665.6922498,Marksman,#0D1F22,8,23,23
3206,Udyr,8.23,77657,2222.642681,443.9199522,Fighter,#664A40,8,23,23
3207,Urgot,8.23,62041,2005.927208,612.4085285,Fighter,#664A40,8,23,23
3208,Varus,8.23,48821,1014.452943,628.628146,Marksman,#0D1F22,8,23,23
3209,Vayne,8.23,126357,1157.964218,605.1633044,Marksman,#0D1F22,8,23,23
3210,Veigar,8.23,103654,911.5927935,684.580253,Mage,#25BAA4,8,23,23
3211,Vel'Koz,8.23,63195,817.4272356,753.432593,Mage,#25BAA4,8,23,23
3212,Vi,8.23,46880,1926.358946,520.580262,Fighter,#664A40,8,23,23
3213,Viktor,8.23,71603,1340.794744,724.4114159,Mage,#25BAA4,8,23,23
3214,Vladimir,8.23,41324,2193.745357,714.7218189,Mage,#25BAA4,8,23,23
3215,Volibear,8.23,30293,2229.757899,484.6929752,Fighter,#664A40,8,23,23
3216,Warwick,8.23,63234,2685.363904,464.4158681,Fighter,#664A40,8,23,23
3217,Wukong,8.23,52512,1574.326741,605.7190784,Fighter,#664A40,8,23,23
3218,Xayah,8.23,44604,1007.869361,610.4883761,Marksman,#0D1F22,8,23,23
3219,Xerath,8.23,51055,786.7727869,785.7894888,Mage,#25BAA4,8,23,23
3220,Xin Zhao,8.23,71481,2181.684408,516.9670019,Fighter,#664A40,8,23,23
3221,Yasuo,8.23,204217,1610.719706,657.3629238,Assassin,#ED2941,8,23,23
3222,Yorick,8.23,23751,1974.372856,639.0431289,Fighter,#664A40,8,23,23
3223,Zac,8.23,15835,3079.059197,425.5207725,Tank,#393663,8,23,23
3224,Zed,8.23,123857,1253.187425,737.5825116,Assassin,#ED2941,8,23,23
3225,Ziggs,8.23,35682,837.4845024,806.941694,Mage,#25BAA4,8,23,23
3226,Zilean,8.23,39256,1039.727324,453.1905781,Specialist,#EB8596,8,23,23
3227,Zoe,8.23,50371,975.6435537,728.9860549,Mage,#25BAA4,8,23,23
3228,Zyra,8.23,87291,812.6842602,687.9873323,Support,#FFB733,8,23,23
3229,Aatrox,8.24,160995,2196.147098,592.9401825,Fighter,#664A40,8,24,24
3230,Ahri,8.24,239135,1035.141618,693.6029131,Mage,#25BAA4,8,24,24
3231,Akali,8.24,177135,1474.520096,584.4130632,Assassin,#ED2941,8,24,24
3232,Alistar,8.24,141607,2112.000587,268.192387,Tank,#393663,8,24,24
3233,Amumu,8.24,117250,2194.376816,488.0190055,Tank,#393663,8,24,24
3234,Anivia,8.24,73965,1604.82205,613.8027703,Mage,#25BAA4,8,24,24
3235,Annie,8.24,107029,914.5389494,682.6414104,Mage,#25BAA4,8,24,24
3236,Ashe,8.24,242382,1002.284454,605.240992,Marksman,#0D1F22,8,24,24
3237,Aurelion Sol,8.24,16150,1265.588656,615.4394186,Mage,#25BAA4,8,24,24
3238,Azir,8.24,36849,1054.355566,646.3545912,Specialist,#EB8596,8,24,24
3239,Bard,8.24,98991,1168.220242,445.7911616,Support,#FFB733,8,24,24
3240,Blitzcrank,8.24,219401,1604.223119,332.3136379,Support,#FFB733,8,24,24
3241,Brand,8.24,312257,926.444047,744.7514501,Mage,#25BAA4,8,24,24
3242,Braum,8.24,101146,1557.60741,236.2750716,Tank,#393663,8,24,24
3243,Caitlyn,8.24,341065,984.9931487,645.4523766,Marksman,#0D1F22,8,24,24
3244,Camille,8.24,141908,1889.864331,514.0764839,Fighter,#664A40,8,24,24
3245,Cassiopeia,8.24,134512,1211.544428,706.553477,Mage,#25BAA4,8,24,24
3246,Cho'Gath,8.24,89496,2270.777167,557.3484927,Specialist,#EB8596,8,24,24
3247,Corki,8.24,36313,1166.463902,734.1827453,Marksman,#0D1F22,8,24,24
3248,Darius,8.24,268658,1991.599637,577.9028328,Fighter,#664A40,8,24,24
3249,Diana,8.24,127108,1580.198854,688.1895142,Fighter,#664A40,8,24,24
3250,Dr. Mundo,8.24,81260,2722.112732,594.4570712,Fighter,#664A40,8,24,24
3251,Draven,8.24,193508,1187.517189,696.4160779,Marksman,#0D1F22,8,24,24
3252,Ekko,8.24,177366,1744.257522,649.2567239,Assassin,#ED2941,8,24,24
3253,Elise,8.24,69242,1471.497442,561.3664357,Fighter,#664A40,8,24,24
3254,Evelynn,8.24,109811,1524.827657,624.21836,Assassin,#ED2941,8,24,24
3255,Ezreal,8.24,501302,968.3855212,733.6640957,Marksman,#0D1F22,8,24,24
3256,Fiddlesticks,8.24,113650,1317.514383,554.2349531,Specialist,#EB8596,8,24,24
3257,Fiora,8.24,147899,1999.862314,625.2644645,Assassin,#ED2941,8,24,24
3258,Fizz,8.24,154112,1210.647898,654.423343,Assassin,#ED2941,8,24,24
3259,Galio,8.24,178656,1798.104913,667.3235307,Tank,#393663,8,24,24
3260,Gangplank,8.24,72319,1472.296823,645.7664755,Specialist,#EB8596,8,24,24
3261,Garen,8.24,267620,2316.231663,581.6233819,Fighter,#664A40,8,24,24
3262,Gnar,8.24,48517,1636.878628,591.9067417,Specialist,#EB8596,8,24,24
3263,Gragas,8.24,84181,1960.081741,515.8669047,Tank,#393663,8,24,24
3264,Graves,8.24,210378,1601.627217,606.4334675,Specialist,#EB8596,8,24,24
3265,Hecarim,8.24,91265,2318.410654,531.5051258,Fighter,#664A40,8,24,24
3266,Heimerdinger,8.24,106351,979.0442297,765.077814,Specialist,#EB8596,8,24,24
3267,Illaoi,8.24,119038,2189.381459,756.8964312,Fighter,#664A40,8,24,24
3268,Irelia,8.24,233388,1799.428512,590.3625053,Fighter,#664A40,8,24,24
3269,Ivern,8.24,25641,1261.74451,302.6087049,Support,#FFB733,8,24,24
3270,Janna,8.24,127574,994.2268698,294.8805662,Support,#FFB733,8,24,24
3271,Jarvan IV,8.24,100814,1949.383994,490.884114,Fighter,#664A40,8,24,24
3272,Jax,8.24,441606,1764.902984,562.4892152,Assassin,#ED2941,8,24,24
3273,Jayce,8.24,70503,1289.482845,705.7091502,Mage,#25BAA4,8,24,24
3274,Jhin,8.24,392972,990.0408387,657.1031956,Marksman,#0D1F22,8,24,24
3275,Jinx,8.24,231907,1012.960139,613.5009545,Marksman,#0D1F22,8,24,24
3276,Kai'Sa,8.24,414580,1121.498595,619.191292,Marksman,#0D1F22,8,24,24
3277,Kalista,8.24,33525,1168.471678,576.0629148,Marksman,#0D1F22,8,24,24
3278,Karma,8.24,102862,1060.640077,479.806508,Support,#FFB733,8,24,24
3279,Karthus,8.24,130193,1203.822384,936.8552965,Mage,#25BAA4,8,24,24
3280,Kassadin,8.24,132443,1695.949616,673.8360475,Assassin,#ED2941,8,24,24
3281,Katarina,8.24,122261,1429.853662,723.6463483,Assassin,#ED2941,8,24,24
3282,Kayle,8.24,52615,1463.1823,538.8993352,Specialist,#EB8596,8,24,24
3283,Kayn,8.24,306311,2241.25477,582.8333876,Assassin,#ED2941,8,24,24
3284,Kennen,8.24,61391,1181.642773,644.2784088,Specialist,#EB8596,8,24,24
3285,Kha'Zix,8.24,247109,1967.224019,584.7571004,Assassin,#ED2941,8,24,24
3286,Kindred,8.24,91450,1750.402296,610.2858482,Marksman,#0D1F22,8,24,24
3287,Kled,8.24,69628,2250.698792,637.276026,Fighter,#664A40,8,24,24
3288,Kog'Maw,8.24,48574,1085.734574,754.7753111,Marksman,#0D1F22,8,24,24
3289,LeBlanc,8.24,144212,1073.23123,643.4938154,Mage,#25BAA4,8,24,24
3290,Lee Sin,8.24,347713,2022.737682,499.4497167,Fighter,#664A40,8,24,24
3291,Leona,8.24,251482,1727.72402,264.1230465,Tank,#393663,8,24,24
3292,Lissandra,8.24,117730,1187.989483,620.4549855,Mage,#25BAA4,8,24,24
3293,Lucian,8.24,540782,1175.211332,654.7462718,Marksman,#0D1F22,8,24,24
3294,Lulu,8.24,120900,837.5088853,255.9039044,Support,#FFB733,8,24,24
3295,Lux,8.24,490696,787.1060955,632.4504516,Mage,#25BAA4,8,24,24
3296,Malphite,8.24,158093,1754.21257,560.2961526,Tank,#393663,8,24,24
3297,Malzahar,8.24,127659,929.6750232,675.2838047,Mage,#25BAA4,8,24,24
3298,Maokai,8.24,54192,2371.529428,494.6645092,Tank,#393663,8,24,24
3299,Master Yi,8.24,338525,1926.28453,597.9356451,Assassin,#ED2941,8,24,24
3300,Miss Fortune,8.24,359620,1000.899323,681.0461336,Marksman,#0D1F22,8,24,24
3301,Mordekaiser,8.24,110768,2148.52999,708.2309245,Fighter,#664A40,8,24,24
3302,Morgana,8.24,270804,1075.214475,465.6150591,Support,#FFB733,8,24,24
3303,Nami,8.24,185856,1096.457592,311.4054391,Support,#FFB733,8,24,24
3304,Nasus,8.24,195870,2252.269311,567.2032146,Fighter,#664A40,8,24,24
3305,Nautilus,8.24,100111,1930.143662,364.9247873,Tank,#393663,8,24,24
3306,Neeko,8.24,0,0,0,Mage,#25BAA4,8,24,24
3307,Nidalee,8.24,84766,1803.306066,573.1440553,Specialist,#EB8596,8,24,24
3308,Nocturne,8.24,129127,1925.212241,547.7198508,Assassin,#ED2941,8,24,24
3309,Nunu,8.24,74701,3030.279089,410.1301957,Tank,#393663,8,24,24
3310,Olaf,8.24,59970,2223.490132,585.1152094,Fighter,#664A40,8,24,24
3311,Orianna,8.24,101262,974.9774146,651.0590826,Mage,#25BAA4,8,24,24
3312,Ornn,8.24,36968,2046.699358,490.8958244,Tank,#393663,8,24,24
3313,Pantheon,8.24,193702,1425.263826,609.8556485,Fighter,#664A40,8,24,24
3314,Poppy,8.24,86663,2092.59697,518.8333656,Tank,#393663,8,24,24
3315,Pyke,8.24,310173,1530.401558,383.0930083,Support,#FFB733,8,24,24
3316,Quinn,8.24,63412,1140.105462,670.9084959,Specialist,#EB8596,8,24,24
3317,Rakan,8.24,78272,1324.875926,255.8050282,Support,#FFB733,8,24,24
3318,Rammus,8.24,105206,2652.074812,482.4837671,Tank,#393663,8,24,24
3319,Rek'Sai,8.24,18810,2115.328285,493.8306846,Fighter,#664A40,8,24,24
3320,Renekton,8.24,193705,2039.072241,596.2301051,Fighter,#664A40,8,24,24
3321,Rengar,8.24,162697,1904.001913,592.7839209,Fighter,#664A40,8,24,24
3322,Riven,8.24,249603,1739.901156,557.8269446,Assassin,#ED2941,8,24,24
3323,Rumble,8.24,52205,1571.698924,725.632408,Mage,#25BAA4,8,24,24
3324,Ryze,8.24,75491,1372.857599,622.3139599,Mage,#25BAA4,8,24,24
3325,Sejuani,8.24,24417,2255.827999,382.194234,Tank,#393663,8,24,24
3326,Shaco,8.24,158800,1462.328015,505.1710173,Assassin,#ED2941,8,24,24
3327,Shen,8.24,84875,1974.785401,382.9268763,Tank,#393663,8,24,24
